48931	8114	spa	Hernán Casciari	Charlas con mi hemisferio derecho	-	Otros	-	-	-	-	32eb9491-90e3-4df5-8404-2e02fbbcb0ed	-	-	2013-08-15T04:02:13
67413	9837	spa	Hernán Casciari	El pibe que arruinaba las fotos	-	Humor	-	-	-	-	e4faeb2b-0d79-46ef-9628-a121e8df7bf6	-	-	2013-08-15T04:02:12
116970	13107	spa	Cristina Roswell	Draculesti: El Legado del Diablo	-	Fantástico	-	-	-	-	2deccf28-77a2-42b7-a29d-077905925a3c	-	Kari Kuukasjärvi	2014-01-04T14:33:16
57566	10606	spa	Rudy Rucker	Software	-	Ciencia ficción	-	-	-	-	8305ee14-1637-4ef3-bf8f-e890fae779fd	-	Eduardo García Murillo	2013-08-02T20:16:31
133057	12479	spa	Clara Sánchez	Lo que esconde tu nombre	-	Drama	-	-	-	-	a6956c89-a257-4e09-b3cb-5c109021b7b1	-	Arnaut	2014-02-16T14:40:06
86087	10615	spa	Clara Sánchez	El cielo ha vuelto	-	Drama	-	-	-	-	508f5084-ba59-406e-91ee-88bc92580dd6	-	-	2013-11-23T13:48:33
240251	24052	spa	Laura Restrepo	Hot sur	-	Policial	-	-	-	-	7f1ccfb6-3abf-4732-9262-9dd74f9778f1	-	-	2013-12-21T01:58:14
117093	14687	spa	Laura Restrepo	Delirio	-	Drama	-	-	-	-	fd08a53b-66af-48aa-a6c9-aa8fba0fdecf	-	-	2013-12-21T01:57:54
125877	18543	spa	Laura Restrepo	La novia oscura	-	Drama	-	-	-	-	fd96ff62-e469-4911-b12a-8ba1e914d41d	-	-	2013-12-21T01:58:49
58754	10438	spa	Laura Restrepo	Dulce compañia	-	Drama	-	-	-	-	7e95d0f6-e2cf-4d66-95b1-59f8ffaf99d9	-	-	2013-12-21T01:57:55
97435	12052	spa	S. Sheeran	¡Fuiste tú!	-	Romántico	-	-	-	-	a25c4eb9-b528-4603-b263-b227a37ed4bb	-	-	2016-01-03T22:57:29
53700	8545	spa	David Cooper	La muerte de la familia	-	Psicología	-	-	-	-	9d0e72be-afd1-466b-a245-2eb752df0843	-	-	2012-07-23T22:56:16
127801	14005	spa	Cruz Morcillo	Palabra de Vor	-	Comunicación	-	-	-	-	9cdd0947-7339-4056-b2ba-e7f827736bc5	-	-	2013-08-02T19:03:51
143555	17583	spa	Geneviève Chauvel	Eugenia de Montijo. Emperatriz de los franceses	-	Histórico	-	-	-	-	2b4d4865-74f3-490f-b202-aadf250bccc6	-	Martine Fernández Castañer	2013-12-21T01:55:56
153131	17032	spa	Martin Cruz Smith	La Plaza Roja	-	Policial	-	-	-	-	8cdb9b97-3ed9-4b1a-842e-abf1badf706a	-	Camila Batlles	2014-07-21T20:22:53
165333	18671	spa	Martin Cruz Smith	Parque Gorki	-	Policial	-	-	-	-	1bb1519c-02ca-4932-8fb5-1694f1f82eee	-	Jorge Olmedo Luna	2014-07-21T20:22:52
100470	13311	spa	Martin Cruz Smith	Los Álamos	-	Histórico	-	-	-	-	4330ef50-896e-4863-9ed8-776a5e29d58f	-	César Armando Gómez	2013-09-14T00:00:36
135956	15824	spa	Martin Cruz Smith	Estrella Polar	-	Policial	-	-	-	-	577d2b3d-694c-4aa0-87c1-d56ee5fe6d0b	-	Jordi Beltrán	2014-07-21T20:22:53
77081	11369	spa	Martin Cruz Smith	Tatiana	-	Policial	-	-	-	-	0e199971-ec04-4b60-89f8-30c165ec8217	-	Javier Guerrero	2014-08-10T03:34:04
111502	14232	spa	Martin Cruz Smith	El fantasma de Stalin	-	Policial	-	-	-	-	e297d601-f95b-400e-bef7-ae2f8403520e	-	Gerardo di Masso	2014-07-21T20:22:54
115058	14599	spa	Martin Cruz Smith	Tiempo de lobos	-	Policial	-	-	-	-	0082a830-03ab-490d-90f9-fd135e12418c	-	Rosa S. Corgatelli	2014-07-21T20:22:54
72706	10999	spa	Martin Cruz Smith	Las tres estaciones	-	Policial	-	-	-	-	23f950a9-4254-4cec-97a6-fd82b52b6605	-	Javier Guerrero	2014-08-10T03:33:26
80708	11448	spa	Eoin Colfer	Artemis Fowl: Encuentro en el ártico	-	Fantástico	-	-	-	-	9845e15b-b638-488f-91c9-2ed0f1a9de33	-	Ana Alcaina Pérez	2013-09-14T00:00:11
112039	13709	spa	Eoin Colfer	Artemis Fowl: La cuenta atrás	-	Fantástico	-	-	-	-	9c3329d1-99d3-4d80-add0-7bded6bc7f62	-	Ana Alcaina Pérez	2013-09-14T00:00:12
85262	11975	spa	Eoin Colfer	Artemis Fowl: El Cubo B	-	Fantástico	-	-	-	-	64b8fe8d-61f1-4900-9899-78caffaacec0	-	Ana Alcaina Pérez	2013-09-14T00:00:11
114015	14572	spa	Eoin Colfer	Artemis Fowl y su peor enemigo	-	Fantástico	-	-	-	-	8b225603-f231-49a9-abb0-a7260b387193	-	Ana Alcaina Pérez	2014-12-07T12:59:06
32973	6349	spa	Eoin Colfer	Los archivos de Artemis Fowl	-	Fantástico	-	-	-	-	09dcabec-a70b-4fd6-89bd-db05cf31173c	-	Ana Alcaina	2014-05-24T01:48:15
94151	13025	spa	Eoin Colfer	Artemis Fowl: El último guardián	-	Fantástico	-	-	-	-	f32355ce-35e6-4201-a4a4-8c08478d97dd	-	Ana Alcaina Pérez	2014-05-10T00:26:12
77404	11364	spa	Eoin Colfer	Artemis Fowl	-	Fantástico	-	-	-	-	f0d168fe-c55c-4e79-ac4f-da0d30e347f7	-	Ana Alcaina Pérez	2013-09-14T00:00:10
103297	13500	spa	Eoin Colfer	Artemis Fowl: La hora de la verdad	-	Fantástico	-	-	-	-	a0e50623-164d-430f-a649-369849b7f5d3	-	Ana Alcaina Pérez	2013-09-14T00:00:16
98668	12546	spa	Eoin Colfer	Artemis Fowl: La venganza de Opal	-	Fantástico	-	-	-	-	0e569156-eb4a-41a4-9bd9-29ec830c0d9e	-	Ana Alcaina Pérez	2013-09-14T00:00:12
147938	16986	spa	Thomas Mann	Las historias de Jaacob	-	Filosófico	Die Geschichten Jaakobs	-	-	-	81655089-7a7b-430d-a89f-e32f7ce1f901	-	José María Souviron	2013-09-28T01:32:42
28660	5879	spa	Thomas Mann	Las Tablas de la Ley	-	Filosófico	Das Gesetz	-	-	-	fa30378e-74a9-4b5b-9eff-02c1b979d2d7	-	E. A. B.	2013-10-12T13:48:33
23893	5586	spa	Thomas Mann	Mario y el mago	-	Filosófico	-	-	-	-	a23de8d8-3f67-4dc7-8d31-957916411a09	-	F. Oliver Brachfeld	2013-08-02T19:09:47
253676	23488	spa	Thomas Mann	Doktor Faustus	-	Drama	-	-	-	-	62a69bab-6a6d-4142-839f-45cd2bcf4b12	-	Eugenio Xammar	2013-08-02T19:19:04
375111	28344	spa	Thomas Mann	La montaña mágica	-	Filosófico	-	-	-	-	e15bf1f7-dcfc-40f3-b5eb-880a52ce655a	-	Mario Verdaguer	2013-08-02T19:09:45
110306	14119	spa	Thomas Mann	El joven José	-	Filosófico	Der junge Joseph	-	-	-	28d8fc6b-1315-4153-ae5a-5d7495ddbf36	-	José María Souviron	2013-09-28T01:32:41
206673	21155	spa	Thomas Mann	José el proveedor	-	Filosófico	Joseph, der Ernährer	-	-	-	8d4f6d1b-f709-4474-86b6-8cf4c1984e76	-	Hernán del Solar	2013-09-28T01:32:39
237814	23034	spa	Thomas Mann	José en Egipto	-	Filosófico	Joseph in Ägypten	-	-	-	0515e23f-7037-456d-baab-d4570c6ef487	-	José María Souviron	2013-09-28T01:32:40
103815	14212	spa	Jack Vance	Los mundos de Jack Vance	-	Ciencia ficción	-	-	-	-	3f0af22d-e625-482c-936f-55ccc9d1f12d	-	-	2013-08-02T19:06:43
65666	11455	spa	Jack Vance	La máquina de matar	-	Ciencia ficción	-	-	-	-	e757ae98-3ecd-4d86-9b1c-3821d7db6cb6	-	Eduardo García Murillo	2012-08-20T13:06:48
63458	10265	spa	Jack Vance	Los Wannek	-	Aventuras	-	-	-	-	196bc662-b4f1-49bb-bda9-e1a57423db64	-	Domingo Santos	2013-08-15T04:01:06
58870	9820	spa	Jack Vance	Los Dirdir	-	Aventuras	-	-	-	-	d4e6fd7b-96fc-4b1f-bd68-db183615d3f8	-	Domingo Santos	2013-08-15T04:01:38
72797	11265	spa	Jack Vance	El rey estelar	-	Ciencia ficción	-	-	-	-	eec24fc5-748a-4cf5-a6e3-dddbcfd74012	-	-	2012-04-09T19:11:57
58645	9199	spa	Jack Vance	Los Pnume	-	Aventuras	-	-	-	-	cf000675-cb5d-4591-9d9f-8b3decdb9082	-	Domingo Santos	2013-08-15T04:02:18
72770	12518	spa	Jack Vance	El palacio del amor	-	Ciencia ficción	-	-	-	-	483afcd2-ca4e-45e5-bf93-cfb52b318445	-	Eduardo G. Murillo	2012-08-21T11:48:52
150431	16786	spa	Lydia Leyte	Los ojos del bosque	-	Intriga	-	-	-	-	eb57ab5d-9a7c-4d18-a155-87cf118c3398	-	-	2014-01-22T11:27:54
45263	8565	spa	Roberto Arlt	El criador de gorilas	-	Aventuras	-	-	-	-	e153e681-c017-49ef-9b5f-6b9f64fa2fac	-	-	2014-02-16T14:39:46
28391	6318	spa	Roberto Arlt	La isla desierta / Saverio el cruel	-	Realista	-	-	-	-	8f3b2ba1-57c4-4a8a-aedf-e2cefad70e97	-	-	2013-12-07T04:26:02
18913	4224	spa	Clarissa Pinkola Estés	El Jardinero Fiel	-	Psicológico	-	-	-	-	f46e15f7-e0fd-489c-a2c2-7d8cea04e25e	-	Maria Antonia Menini	2013-11-11T01:51:37
31507	5691	spa	David Graeber	Fragmentos de antropología anarquista	-	Ciencias sociales	-	-	-	-	a62d7fe7-5258-4f6a-af23-2383cc902053	-	Ambar Sewell	2013-09-28T01:33:22
55814	9992	spa	Eugenio Cambaceres	En la sangre	-	Drama	-	-	-	-	3b5467fc-1201-4adf-b384-1e162ca5093d	-	Adriana Amante	2013-08-02T20:16:00
40534	8365	spa	Eugenio Cambaceres	Sin rumbo	-	Drama	-	-	-	-	153076e5-9fac-4435-935c-2f2a9a930e99	-	-	2013-08-02T19:14:59
49049	9267	spa	Eugenio Cambaceres	Música sentimental	-	Drama	-	-	-	-	fcb52029-a4ee-4472-a492-82987f246141	-	-	2013-08-02T19:12:04
61918	11930	spa	Eugenio Cambaceres	Pot-pourri	-	Sátira	-	-	-	-	78c99fbf-02d9-46d2-b36c-59a77ab01565	-	-	2013-08-02T19:10:55
58346	9308	spa	Ian Fleming	Casino Royale	-	Aventuras	Casino Royale	-	-	-	d3f4c3a3-215b-428f-a18c-79e5e4bbc7af	-	Isabel Llasat	2014-02-16T14:39:21
75828	9402	spa	Enric Duran	Liquidar la banca	-	Ciencias sociales	-	-	-	-	344a1874-d62b-4334-8e63-4b73dee32ab3	-	-	2014-02-01T01:58:40
14566	3871	spa	Paul Lafargue	El derecho a la pereza	-	Ciencias sociales	-	-	-	-	9665c2e7-68a4-41e5-9d32-d28275102515	-	María Celia Cotarelo	2013-08-02T19:10:52
62909	10351	spa	J. J. Benítez	El Enviado	-	Espiritualidad	-	-	-	-	28c967de-7c02-49a6-a253-628ac63dcf2a	-	-	2013-08-02T19:23:07
70505	10131	spa	Robert A. Heinlein	Hija de Marte	-	Ciencia ficción	-	-	-	-	2045c645-f49c-4ad7-bb3f-c72ba3e2586b	-	Amparo García Burgos	2013-08-02T19:06:48
286234	26660	spa	Robert A. Heinlein	Tiempo para amar	-	Ciencia ficción	-	-	-	-	c9a15b43-e4b6-4135-95a3-c73133544979	-	Manuel Espín	2013-08-02T19:09:37
90338	11488	spa	Robert A. Heinlein	Los Stone	-	Ciencia ficción	-	-	-	-	c0aed3b0-abbc-41c5-8bde-b3501aa2a6a2	-	Juan Pascual Martínez Fernández	2013-09-14T00:00:23
371782	32062	spa	Robert A. Heinlein	Historia del futuro	-	Ciencia ficción	-	-	-	-	5b45bd5f-e2e2-4d14-b4a3-c3b2064219ed	-	Domingo Santos & Miguel Blanco & Francisco Cazorla Olmo	2013-10-12T13:46:11
83815	11574	spa	Robert A. Heinlein	La desagradable profesión de Jonathan Hoag	-	Ciencia ficción	-	-	-	-	f0fc30f1-d0d5-4bac-9957-c8be870c75a4	-	Amparo García Burgos	2013-08-02T19:06:49
143746	17272	spa	Robert A. Heinlein	Job: Una comedia de justicia	-	Ciencia ficción	-	-	-	-	334ca74f-f5da-463b-a666-03314eb360ba	-	Domingo Santos	2013-09-28T01:35:51
90017	12642	spa	Robert A. Heinlein	Amos de títeres	-	Ciencia ficción	-	-	-	-	0681208f-34b7-4100-9f15-7add1eddc5c7	-	Francisco Blanco	2013-08-02T19:07:06
172467	17095	spa	Arthur Hailey	Ruedas	-	Intriga	-	-	-	-	dec4d901-de57-4702-b30f-de1a133c0f16	-	Alejandro Deffis Whittaker	2013-08-02T19:10:54
125747	15671	spa	Lev Grossman	El códice secreto	-	Intriga	-	-	-	-	099cb894-555f-458b-b534-a443c13c0f64	epub	Anónimo	2012-12-11T10:33:34
75362	8544	spa	Chris Axcan	Amor, recuérdame	-	Romántico	-	-	-	-	0c20191c-1f0a-41e9-8d7e-b628b125f097	-	-	2015-03-15T22:29:22
48597	6958	spa	Chris Axcan	Un nuevo comienzo	-	Romántico	-	-	-	-	23235e76-649e-4ad2-9c33-e47654d1df62	-	-	2015-03-15T22:29:22
51947	8553	spa	Juan Antonio Cebrián	La aventura de los godos	-	Historia	-	-	-	-	420cac9d-bdcf-4214-bc86-5c0e329a8e27	-	-	2013-08-02T18:59:17
62341	9624	spa	Juan Antonio Cebrián	La aventura de los romanos en Hispania	-	Historia	-	-	-	-	4305504d-a692-4a23-baa0-a0f27278f01c	-	-	2013-08-02T18:59:17
31709	7246	spa	Vizconde de Lascano Tegui	De la elegancia mientras se duerme	-	Psicológico	-	-	-	-	1d223eff-d350-4f75-98db-185039fdbbdc	-	Juan Sebastián Cárdenas	2014-02-16T14:39:02
139019	17001	spa	Ian Tregillis	La guerra más fría	-	Bélico	-	-	-	-	9398505f-f862-4428-873c-4f89d5378c4c	-	Gabriel Dols Gallardo	2013-09-13T23:58:55
133039	16568	spa	Ian Tregillis	Semillas amargas	-	Bélico	-	-	-	-	5603d44d-bd68-44eb-b219-f90c736143c8	-	Gabriel Dols Gallardo	2013-09-13T23:58:55
66082	9308	spa	Aurora Guerra	Antes de ti	-	Drama	-	-	-	-	38554b5c-0a92-4b3a-bab1-d6752df4e38e	-	-	2013-11-23T13:49:33
337252	24246	spa	James Jones	El hacedor de viudas	-	Drama	-	-	-	-	4dbc8244-ae0f-492d-bbcc-2fbc390ffc7d	-	Ramón Margalef Llambrich	2013-08-02T19:08:38
150451	18161	spa	Jesús Sánchez Adalid	Alcazaba	-	Histórico	-	-	-	Ediciones Planeta Madrid, S. A.	9d9e9204-fb09-40ea-80ec-12306443f36e	-	-	2013-08-02T19:16:22
110498	16898	spa	Marta Sanz	Un buen detective no se casa jamás	text	Policial	-	-	-	-	6b08bb6d-857e-495d-b85f-676c3a3e397d	-	-	2016-06-05T13:14:03
72177	10261	spa	Xavier Moret	Islandia, revolución bajo el volcán	-	Ciencias sociales	-	-	-	-	1d01ae13-858e-4a5a-b55f-11173a03ed35	-	-	2013-12-07T04:24:02
16717	3689	spa	Leandro Fernández de Moratín	La comedia nueva	-	Realista	-	-	-	-	b2d1e2b4-00db-429d-bbc0-b2c6166d19b1	-	-	2013-08-02T19:23:47
167638	18120	spa	Noah Gordon	El rabino	-	Drama	-	-	-	-	7bae023a-d0c2-462b-b69d-541a738c3881	-	Adolfo Martín	2014-02-16T14:42:25
115565	15148	spa	Noah Gordon	El diamante de Jerusalén	-	Histórico	-	-	-	-	5b4a9e90-18df-49e9-9543-ad417e2d1a32	-	Elsa Mateo	2014-02-16T14:42:24
117191	13716	spa	Joe Simpson	La llamada del silencio	-	Deportes y juegos	-	-	-	-	22f6c0f3-fee1-4117-b1ea-82f31de2c1bf	-	Pedro Chapa Huidobro	2013-08-02T19:04:53
86138	10408	spa	Joe Simpson	Tocando el vacío	-	Deportes y juegos	-	-	-	-	b62933cb-323d-488d-bb29-a4948a68da70	-	Rosa Fernández-Arroyo	2013-08-02T18:58:24
131675	15866	spa	Jorge Semprún	Autobiografia de Federico Sanchez	-	Histórico	-	-	-	-	fbb03a98-6b1f-4d14-8629-64b6b7fbce95	-	-	2013-08-02T19:03:06
62714	8390	spa	Sandra Cracovia	Excitando	-	Novela	-	-	-	-	074495af-1d34-44ee-a634-b4a9afd7c70e	-	-	2016-03-13T12:32:30
54134	7669	spa	Sandra Cracovia	Boda	-	Erótico	-	-	-	-	ec9a0a28-d9ac-4383-980f-63c82eebadd4	-	-	2016-01-17T04:21:37
581	275	spa	Jostein Gaarder	Me pregunto…	-	Filosófico	-	-	-	-	4dc508fc-69e6-4159-a781-dbc8edf64e11	-	Kirsti Baggethun	2013-08-02T19:24:26
72364	9744	spa	Karin Kallmaker	Después de todo	-	Erótico	-	-	-	-	18c6f1a1-f833-495e-97e7-26138bfeeaaa	-	Raquel Vázquez Ramil	2013-12-21T01:58:10
47563	6598	spa	Andrea Camilleri	La muerte de Amalia Sacerdote	-	Policial	-	-	-	-	ec9ea2e8-fa4b-42d4-b048-3ee0ee0789cf	-	Juan Carlos Gentile Vitale	2013-08-02T19:16:10
143161	16528	spa	Catherine Jinks	El inquisidor	-	Histórico	-	-	-	-	3055b464-4738-4579-98d8-1f46cef4216f	-	Camila Batlles	2013-08-02T19:15:11
200381	20862	spa	Catherine Jinks	El escribano	-	Histórico	-	-	-	-	08091b17-9489-420f-b5b8-f1e3a58ae622	-	Montse Gurguí & Hernán Sabaté Vargas	2013-08-02T19:15:20
68072	9194	spa	Chester Himes	Todos muertos	-	Policial	-	-	-	-	8a194469-783b-4c1b-b958-3b58fb1f9fb5	-	Ana Goldar	2014-07-06T00:05:00
59180	9138	spa	Chester Himes	La banda de los musulmanes	-	Policial	-	-	-	-	ea71386c-17f1-429a-a313-14729857e808	-	Axel Alonso Valle	2014-09-27T01:20:44
74696	11003	spa	Chester Himes	Un ciego con una pistola	-	Policial	-	-	-	-	07551f7e-be7f-413b-ac24-8b3d08ff5b9b	-	Ana María Becciu	2013-09-28T01:36:16
69985	10687	spa	Chester Himes	Por amor a Imabelle	-	Policial	-	-	-	-	1485d350-39af-4c24-a7a1-6c71206d8fde	-	Josep Elías Cornet	2014-09-18T14:23:04
78494	10527	spa	Chester Himes	Corre, hombre	-	Policial	-	-	-	-	26dbb9e6-20f7-4444-967d-2c46bd4cfafa	-	Antonio Prometeo Moya Valle	2014-05-24T01:49:28
68632	9420	spa	Chester Himes	Empieza el calor	-	Policial	-	-	-	-	b6fdbbcb-92ea-4f53-845c-6678437c820e	-	Facundo Piperno	2015-03-14T19:52:52
64668	9007	spa	Chester Himes	El extraño asesinato	-	Policial	-	-	-	-	5917cbb2-ceae-48f5-8498-a0c23b64463c	-	Axel Alonso Valle	2014-06-21T15:52:41
61018	8845	spa	Chester Himes	El gran sueño de oro	-	Policial	-	-	-	-	3d092271-9356-4ac3-b9da-a541eccf38a3	-	Carlos Peralta	2015-02-27T16:38:58
79801	10673	spa	Chester Himes	Algodón en Harlem	-	Policial	-	-	-	-	9262c71c-0d9d-45ce-939f-298b2f7bc179	-	E. Mallorquí	2014-09-18T14:23:06
102985	12834	spa	T. A. Barron	Los años perdidos de Merlin	-	Fantástico	-	-	-	-	bd747a04-3604-4a91-a0f2-a5aa5d5c2364	-	Víctor Lorenzo	2013-09-13T23:58:52
79807	10713	spa	Berta Vias Mahou	Venían a buscarlo a él	-	Drama	-	-	-	-	8c797954-e3c8-427c-9b6d-85dad4559af2	-	-	2013-11-11T01:50:40
50652	7545	spa	Enid Blyton	Los cinco otra vez en la Isla de Kirrin	-	Juvenil	-	-	-	-	b859a5d5-1c76-42eb-9f3b-e3d69cb9d06e	-	Federico Ulsamer	2013-08-02T19:16:46
52201	7682	spa	Enid Blyton	Las mellizas O'Sullivan	-	Infantil	-	-	-	-	89222c11-fcb0-46ac-b6e1-2cac7dc38b76	-	María Dolores Raich Ullán	2013-08-02T19:19:03
50464	6748	spa	Enid Blyton	Segundo grado en Santa Clara	-	Juvenil	-	-	-	-	3bfd171c-ac2b-46e5-9bd3-d5165b0350c9	-	C. Peraire del Molino	2013-08-02T19:23:26
47275	6746	spa	Enid Blyton	Un fin de semana de los cinco	-	Juvenil	-	-	-	-	447507a0-c959-4f4e-afe9-f6174508a490	-	María Victoria Oliva	2013-08-17T00:40:36
46508	6889	spa	Enid Blyton	Los cinco se ven en apuros	-	Aventuras	-	-	-	-	897e8ba9-ab5a-4421-aa33-1557262b04dd	-	Judith Peco de Danon	2013-08-02T19:11:59
52995	7479	spa	Enid Blyton	Los cinco frente a la aventura	-	Juvenil	-	-	-	-	af92300a-488b-45c2-b8d9-0f35c23b70a7	-	María Victoria Oliva	2013-08-02T19:12:23
55365	6550	spa	Enid Blyton	El bosque encantado	-	Aventuras	-	-	-	-	fdc041e9-05aa-4b4a-bf18-1ad77373fb9e	-	CGUERRA	2013-08-15T04:02:04
49820	7020	spa	Enid Blyton	Las mellizas en Santa Clara	-	Juvenil	-	-	-	-	0458b3e5-4154-4330-a5eb-fa1b8ed217a0	-	C. Peraire del Molino	2013-08-02T19:19:04
48711	7725	spa	Enid Blyton	Los cinco lo pasan estupendo	-	Aventuras	-	-	-	-	06fbde72-46a4-4851-87ff-f5d6fa06691b	-	Federico Ulsamer	2013-10-26T18:56:22
61696	10955	spa	Pedro Prado	Alsino	-	Drama	-	-	-	-	b8a4ddf9-5df5-44a9-99aa-8a3a426cbd87	-	-	2011-11-28T19:04:11
389148	37800	spa	Mauricio Wiesenthal	El esnobismo de las golondrinas	-	Viajes	-	-	-	-	b1651187-d2b0-4011-b9ab-ffc2e3e137d9	-	-	2013-09-28T01:33:03
258548	29526	spa	Mauricio Wiesenthal	Libro de réquiems	-	Memorias	-	-	-	-	99a4d0a8-5a2f-4b82-a243-3ce312fb2f7d	-	-	2013-10-12T13:44:41
76809	9589	spa	Thea von Harbou	Metrópolis	-	Ciencia ficción	-	-	-	-	dda69794-f143-47f2-b4fc-19d5ae4b092f	-	-	2013-08-02T19:02:15
122589	12889	spa	Qiu Xiaolong	Seda roja	-	Policial	-	-	-	-	5d430d82-31cc-40e8-be1c-23d4e0f118be	-	Victoria Ordóñez	2013-08-02T19:09:41
45713	7596	spa	Sarban	El cuerno de caza	-	Terror	-	-	-	-	9a7b00d1-8091-49a4-a733-6d7b35bed681	-	Manuel Figueroa	2013-08-15T04:01:26
51105	7091	spa	Observatorio Metropolitano	Crisis y revolución	-	Ciencias sociales	-	-	-	-	995927ef-20b2-4150-9bd2-7be44b050be1	-	-	2013-08-02T19:09:15
331103	21566	spa	Rand Miller	Myst	-	Aventuras	-	-	-	-	0b7fca16-1514-4c3d-8511-13cf2da45989	-	José López Jara	2013-09-13T23:59:43
21433	3786	spa	Miguel Mihura	Milagro en la casa de los López	-	Humor	-	-	-	-	66196d46-ff0e-4deb-8b77-eede5723379f	-	-	2013-08-02T20:17:10
23096	3867	spa	Miguel Mihura	Tres sombreros de copa	-	Humor	-	-	-	-	6047a350-f3dd-4161-ba1f-aae116c720f5	-	-	2013-08-02T19:19:00
125902	15527	spa	Lindsey Davis	La carrera del honor	-	Histórico	-	-	-	-	f0b6a074-094e-4cca-b555-5744bd8f4233	-	Alberto Coscarelli	2013-08-02T20:15:10
173362	19294	spa	Lindsey Davis	Domiciano. Dominus et deus	-	Histórico	-	-	-	-	df44e70d-9eaa-48e4-ac64-ac3310ffb743	-	Montserrat Batista	2013-09-13T23:59:55
129793	16255	spa	Lindsey Davis	Ver Delfos y morir	-	Histórico	-	-	-	-	eca2f19e-3c69-4ad6-9041-4be23ce4a90b	-	Montserrat Bastista	2013-08-02T19:13:14
128497	16333	spa	Lindsey Davis	En busca de Infamia	-	Histórico	-	-	-	-	25dcd80e-a593-4659-9b00-cf0d7a44232e	-	Montserrat Batista	2013-08-02T19:10:18
111042	16525	spa	Lindsey Davis	La venus de cobre	-	Histórico	-	-	-	-	fc277f4d-9149-4910-841f-3100f12bea03	-	Horacio González Trejo	2013-08-02T18:58:05
117755	14935	spa	Ivan Doig	Una temporada para silbar	-	Drama	-	-	-	-	d32798ff-729a-4adb-a671-8e4085782a84	-	Juan Carlos Tafur Saavedra	2013-09-13T23:58:58
167721	19124	spa	Antonio Orejudo	Fabulosas narraciones por historias	-	Drama	-	-	-	-	519538c7-26fe-45bd-b106-75a04f8cb6ce	-	-	2014-01-04T14:31:45
32854	6775	spa	Antonio Orejudo	Ventajas de viajar en tren	-	Drama	-	-	-	-	ef6fbe3a-cb2c-4c39-9571-e0e41859abde	-	-	2014-02-01T01:56:24
65530	10506	spa	Antonio Orejudo	Reconstrucción	-	Drama	-	-	-	-	5263d89b-8c28-460e-900f-6ce074852399	-	-	2014-02-01T01:56:35
192474	18211	spa	Mo Yan	¡BOOM!	-	Drama	-	-	-	-	71c749c4-e223-4636-870d-8993cece906d	-	Yifan Li	2014-01-04T14:35:20
153877	16389	spa	Ovidio	Metamorfosis	-	Fantástico	-	-	-	-	1fdbe80c-b00c-4bf5-a2a8-4624a25b306a	-	-	2013-08-02T19:23:29
17043	3940	spa	Juan Pan García	Castillo viejo	-	Intriga	-	-	-	-	873121f4-42d9-4014-9433-635b2ec37a80	-	-	2012-07-02T10:50:14
1396	629	spa	Rob Sanders	Ejército de uno	-	Ciencia ficción	-	-	-	-	c1aff6a0-1b66-4ea3-959a-cdff7986f409	-	Manfred43	2013-09-13T23:59:43
9092	2728	spa	Rob Sanders	Ecos distantes de la Vieja Noche	-	Ciencia ficción	-	-	-	-	634c5c07-d364-4518-9550-9830811d72d7	-	Adeptvs Translates	2013-10-26T18:59:21
31271	6832	spa	José Antonio del Cañizo	El maestro y el robot	-	Juvenil	-	-	-	-	cb872ebb-47d0-4e18-883d-9e5fa106c35c	-	-	2013-08-02T18:59:39
119004	11663	spa	Lee Lightner	Los hijos de Fenris	-	Ciencia ficción	-	-	-	-	7bd69a15-fbf8-4f2d-9dd1-0c1413fe5106	-	Juan Pascual Martínez Fernández	2013-08-02T19:16:12
134043	12883	spa	Lee Lightner	Honor de lobo	-	Ciencia ficción	-	-	-	-	47f0d351-a7bc-48f9-960b-27d98109efb3	-	Juan Pascual Martínez Fernández	2013-08-02T19:19:16
721050	43284	spa	Conde de Toreno	Historia del levantamiento, guerra y revolución de España	-	Historia	-	-	-	-	689f33b9-484d-4a14-9138-7f6c1cfb4c0c	-	-	2013-08-02T19:00:29
67768	8318	spa	Michael Ende	Jim Botón y los 13 salvajes	-	Infantil	-	-	-	-	bd142a51-978e-447c-a3a6-e7af147a7cec	-	Adriana Matons de Malagrida	2013-08-02T19:13:07
153525	14859	spa	Anthony de Jasay	El Estado	-	Ciencias sociales	-	-	-	-	c8cc8e68-e481-44ec-b5ba-fe29ced3e55e	-	Rafael Caparrós	2014-01-22T11:22:09
120126	16759	spa	Matilde Asensi	Iacobus	-	Histórico	-	-	-	-	127e2a44-bfca-471d-8471-bcf0aa335631	-	-	2013-08-02T19:15:03
104404	13948	spa	Giles Milton	La nariz de Edward Trencom	-	Histórico	-	-	-	-	3eff9424-21c5-4ecd-8606-f51b7b576496	-	Victoria Horrillo Ledesma	2013-12-21T01:53:19
100811	13253	spa	Giles Milton	La vida según Arnold	-	Humor	-	-	-	-	731eca93-e396-4cbe-a2f6-fe0df85e4c36	-	Beatriz Ruiz Jara	2014-01-04T14:29:29
191431	19734	spa	Laurent Botti	Una voz en la niebla	-	Terror	-	-	-	-	c0cf1c85-3202-4654-ab93-97e39821f50f	-	Alfonso Sebastián Alegre	2013-08-02T19:18:12
