195056	20544	es	Aarón Reyes Domínguez	El silencio de dios	-	Novela	-	-	-	-	-	-	-	2011-03-04T23:00:00+00:00
88404	8686	es	John Powell	Así es la música	-	Arte	-	-	-	-	-	-	William McGrath & María Dolores Crispín	2010-01-01T00:00:00+00:00
85912	10589	es	Carmine Gallo	Los secretos de Steve Jobs: ideas innovadoras que cambiaron el mundo	-	Memorias	-	-	-	-	-	-	Affán Buitrago	2011-01-01T00:00:00+00:00
71288	12150	es	Graciela Montes	El turno del escriba	-	Histórico	-	-	-	-	-	-	-	2005-01-01T00:00:00+00:00
82725	8477	es	Eleonora Giovio	El efecto Mourinho: Tierra quemada	-	Deportes y juegos	-	-	-	-	-	-	-	2013-10-07T21:00:00+00:00
32050	6041	es	Henry Thomas	Thomas Alva Edison	-	Biografía	-	-	-	-	-	-	-	0101-01-01T00:00:00+00:00
37227	5249	es	Stefano Versace	Chomsky. Lenguaje, conocimiento y libertad	-	Filosofía	-	-	-	-	-	-	Víctor Sabaté & María Llopis	2016-01-01T00:00:00+00:00
90327	11092	es	Clifford Witting	Asesinato en pleno verano	-	Policial	-	-	-	-	-	-	Elena Cruz de Schweim	1937-01-01T00:00:00+00:00
99741	11812	es	Clifford Witting	Medida para la muerte	-	Novela	-	-	-	-	-	-	-	1950-12-31T23:00:00+00:00
112748	10599	es	Michael Blake	Bailando con lobos	-	Aventuras	-	-	-	-	-	-	José Manuel Pomares Olivares	1988-01-01T00:00:00+00:00
51048	12228	es	Severo Sarduy	Cobra	-	Variada	-	-	-	-	-	-	-	1972-08-09T22:00:00+00:00
3158	1278	es	Severo Sarduy	Vampiros reflejados en un espejo convexo	-	Relato	-	-	-	-	-	-	-	1986-11-30T23:00:00+00:00
44867	11428	es	Severo Sarduy	Maitreya	-	Variada	-	-	-	-	-	-	-	1978-08-09T22:00:00+00:00
42235	9671	es	Severo Sarduy	De donde son los cantantes	-	Variada	-	-	-	-	-	-	-	1967-08-09T23:00:00+00:00
145120	16437	es	Dan Chaon	Me recuerdas a mí	-	Drama	-	-	-	-	-	-	-	2004-08-09T22:00:00+00:00
8138	1998	es	C. W. Leadbeater	A los que lloran la muerte de un Ser querido	-	Espiritualidad	-	-	-	-	-	-	Susana Zapata Clemot	2004-01-01T00:00:00+00:00
125149	14464	es	C. W. Leadbeater	Las últimas 30 vidas de Alcione	-	Espiritualidad	-	-	-	-	-	-	Federico Climent Terrer	2017-10-18
31334	5573	es	C. W. Leadbeater	Los Chakras	-	Espiritualidad	-	-	-	-	-	-	Federico Climent Terrer	1927-01-01T00:00:00+00:00
92267	8094	es	Susana Velázquez	Violencias y familias	-	Ciencias sociales	-	-	-	-	-	-	-	2012-01-01T00:00:00+00:00
122511	11715	es	Susana Velazquez	Violencias cotidianas, violencia de género.	-	Ciencias sociales	-	-	-	-	-	-	-	2003-01-01T00:00:00+00:00
27062	5081	es	Alan Turing	¿Puede pensar una máquina?	-	Ciencias exactas	-	-	-	-	-	-	Amador Antón & Manuel Garrido	1950-01-01T00:00:00+00:00
132456	13563	es	Kate Grenville	El río secreto	-	Histórico	-	-	-	-	-	-	-	2008-08-09T22:00:00+00:00
91831	9463	es	Kate Grenville	La vida de Sarah Thornhill	-	Drama	-	-	-	-	-	-	-	2010-08-25T22:00:00+00:00
96764	11942	es	Serge Groussard	La mujer sin pasado	-	Novela	-	-	-	-	-	-	-	1956-01-01T23:00:00+00:00
135070	15733	es	César Morales Vega	El puente del tiempo	-	Aventuras	-	-	-	-	-	-	-	2013-01-01T00:00:00+00:00
107171	13907	es	Lynn Sholes	La conspiración del Grial	-	Intriga	-	-	-	-	-	-	Ana María Fernández	2005-01-01T00:00:00+00:00
107608	12737	es	Lynn Sholes	El último secreto	-	Intriga	-	-	-	-	-	-	Isabel Blanco González	2006-01-01T00:00:00+00:00
6400	1905	es	Gustavo Adolfo Bécquer	Cartas literarias a una mujer	-	Romántico	-	-	-	-	-	-	-	1861-01-01T00:00:00+00:00
95361	12959	es	Gustavo Adolfo Bécquer	Rimas y leyendas	-	Romántico	-	-	-	-	-	-	-	1868-01-01T00:00:00+00:00
39999	7605	es	Gustavo Adolfo Bécquer	Cartas desde mi celda	-	Memorias	-	-	-	-	-	-	-	1864-01-01T00:00:00+00:00
101273	13559	es	Gustavo Adolfo Bécquer	Leyendas	-	Otros	-	-	-	-	-	-	-	1868-01-01T00:00:00+00:00
171040	19158	es	Gustavo Adolfo Bécquer	Rimas y leyendas (ed. Enrique Rull)	-	Romántico	-	-	-	-	-	-	Enrique Rull Fernández	1868-01-01T00:00:00+00:00
291278	26973	es	Gustavo Adolfo Bécquer	Toledo	-	Arte	-	-	-	-	-	-	-	1857-01-01T00:00:00+00:00
56282	7149	es	Pedro García Aguado	Los consejos de hermano mayor	-	Padres e hijos	-	-	-	-	-	-	-	2014-10-01T23:00:00+00:00
113475	11768	es	Stephanie Garber	Caraval	-	Fantástico	-	-	-	-	-	-	Julio Hermoso	2017-01-01T00:00:00+00:00
50707	7302	es	Patty Love	Legalmente enamorados	-	Novela	-	-	-	-	-	-	-	2018-09-21T04:00:00+00:00
6882	2211	es	Enrique Falcón	Enrique Falcón	-	Otros	-	-	-	-	-	-	-	2013-01-01T00:00:00+00:00
75966	11750	es	Anton Arriola	El negro y la gata	-	Novela	-	-	-	-	-	-	-	2016-12-04T23:00:00+00:00
94835	13284	es	Anton Arriola	El caso Newton	-	Novela	-	-	-	-	-	-	-	2018-04-17T22:00:00+00:00
10306	2792	es	Michael Reaves	Intermezzo	-	Ciencia ficción	-	-	-	-	-	-	-	2016-01-15T23:00:00+00:00
136934	15296	es	Michael Reaves	Estrella de la Muerte	-	Novela	-	-	-	-	-	-	Bodo-Baas	2017-05-20T22:00:00+00:00
93431	12073	es	Michael Reaves	Curandera Jedi	-	Ciencia ficción	-	-	-	-	-	-	-	2004-12-31T23:00:00+00:00
86240	12625	es	Michael Reaves	Calle de sombras	-	Novela	-	-	-	-	-	-	-	2008-07-31T22:00:00+00:00
93809	12478	es	Michael Reaves	Médicos de guerra	-	Ciencia ficción	-	-	-	-	-	-	Virginia de la Cruz Nevado	2004-01-01T00:00:00+00:00
91140	11981	es	Michael Reaves	Patrones de fuerza	-	Ciencia ficción	-	-	-	-	-	-	-	2008-12-31T23:00:00+00:00
4954	1785	es	Michael Reaves	Y con Leebo somos tres	-	Ciencia ficción	-	-	-	-	-	-	Javi-Wan Kenobi	2016-01-15T23:00:00+00:00
22506	4357	es	Michael Reaves	La espada del samurai	-	Aventuras	-	-	-	-	-	-	Carles Alier i Aixalá	1984-01-01T00:00:00+00:00
99342	12989	es	Michael Reaves	Crepúsculo Jedi	-	Novela	-	-	-	-	-	-	-	2008-05-31T22:00:00+00:00
87521	10789	es	Michael Reaves	Darth Maul. El cazador en las tinieblas	-	Ciencia ficción	-	-	-	-	-	-	Lorenzo Félix Díaz Buendía	2001-01-01T00:00:00+00:00
111442	11333	es	Purificación Estarli Pérez	Las arrugas del tiempo	-	Histórico	-	-	-	-	-	-	-	2015-01-01T00:00:00+00:00
163493	18560	es	Antonio Gómez Rufo	La camarera de Bach	-	Histórico	-	-	-	-	-	-	-	2014-01-01T00:00:00+00:00
118211	15209	es	Antonio Gómez Rufo	La abadía de los crímenes	-	Histórico	-	-	-	-	-	-	-	2011-01-01T00:00:00+00:00
137933	17066	es	Antonio Gómez Rufo	El secreto del rey cautivo	-	Aventuras	-	-	-	-	-	-	-	2005-01-01T00:00:00+00:00
69724	10404	es	Antonio Gómez Rufo	Nunca te fíes de un policía que suda	text	Novela	-	-	-	-	-	-	-	2015-09-14T22:00:00+00:00
41661	8040	es	Antonio Gómez Rufo	El último goliardo	-	Erótico	-	-	-	-	-	-	-	1984-01-01T00:00:00+00:00
85968	11473	es	Antonio Gómez Rufo	La más bella historia de amor de Paula Cortázar	-	Otros	-	-	-	-	-	-	-	2012-01-01T00:00:00+00:00
303003	30055	es	Antonio Gómez Rufo	Madrid. La novela	-	Histórico	-	-	-	-	-	-	-	2016-01-01T00:00:00+00:00
119545	15638	es	Antonio Gómez Rufo	La leyenda del falso traidor	-	Histórico	-	-	-	-	-	-	-	1994-01-01T00:00:00+00:00
38902	7461	es	Antonio Gómez Rufo	El alma de los peces	-	Otros	-	-	-	-	-	-	-	2001-01-01T00:00:00+00:00
52667	7656	es	Antonio Gómez Rufo	Si tú supieras	-	Drama	-	-	-	-	-	-	-	1997-01-01T00:00:00+00:00
170195	20168	es	Antonio Gómez Rufo	La noche del tamarindo	-	Filosófico	-	-	-	-	-	-	-	2008-01-01T00:00:00+00:00
91793	10399	es	Sarah Addison Allen	El jardín de los hechizos	-	Fantástico	-	-	-	-	-	-	Ana Alcaina Pérez	2008-01-01T00:00:00+00:00
63998	7417	es	Jackson Pearce	Tres deseos	-	Fantástico	-	-	-	-	-	-	Noemí Risco Mateo	2009-01-01T00:00:00+00:00
96839	11048	es	Jackson Pearce	Rojo feroz	-	Fantástico	-	-	-	-	-	-	-	2010-01-01T00:00:00+00:00
55072	6677	es	Carla Cassidy	Un amor antiguo	-	Romántico	-	-	-	-	-	-	-	2003-04-08T19:20:54+00:00
40076	5789	es	Carla Cassidy	Más que una secretaria	-	Novela	-	-	-	-	-	-	-	2000-07-06T19:53:07+00:00
42201	6247	es	Carla Cassidy	Un policía en casa	-	Novela	-	-	-	-	-	-	-	1995-12-09T21:41:06+00:00
28835	4451	es	Carla Cassidy	De otro mundo	-	Novela	-	-	-	-	-	-	-	2003-04-06T19:53:08+00:00
56245	6788	es	Carla Cassidy	Te amaré sin condiciones	-	Novela	-	-	-	-	-	-	-	2016-12-14T23:00:00+00:00
32643	5089	es	Carla Cassidy	En sus brazos	-	Romántico	-	-	-	-	-	-	-	2001-11-06T23:00:00+00:00
32808	4529	es	Carla Cassidy	Un amor sin futuro	-	Novela	-	-	-	-	-	-	-	2000-08-30T23:05:09+00:00
68639	8677	es	L. J. Smith	La iniciación (no oficial)	-	Romántico	-	-	-	-	-	-	-	2012-10-26T22:00:00+00:00
151292	16148	es	L. J. Smith	Damon. El retorno	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2009-01-01T00:00:00+00:00
64381	8764	es	L. J. Smith	El cautivo parte II y el poder (no oficial)	-	Romántico	-	-	-	-	-	-	-	2012-10-26T22:00:00+00:00
71381	9593	es	L. J. Smith	Invocación	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	1992-01-01T00:00:00+00:00
151149	16254	es	L. J. Smith	Damon. Medianoche	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2011-01-01T00:00:00+00:00
66907	8513	es	L. J. Smith	Amanecer negro	-	Juvenil	-	-	-	-	-	-	-	2011-04-04T22:00:00+00:00
66143	8964	es	L. J. Smith	Despertar	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	1992-01-01T00:00:00+00:00
63378	8649	es	L. J. Smith	Furia	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	1991-01-01T00:00:00+00:00
61106	8512	es	L. J. Smith	Conflicto	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	1991-01-01T00:00:00+00:00
67555	8725	es	L. J. Smith	El poder (no oficial)	-	Romántico	-	-	-	-	-	-	-	2012-10-26T22:00:00+00:00
158923	17289	es	L. J. Smith	Damon. Almas oscuras	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2010-01-01T00:00:00+00:00
126498	13799	es	Jaime García Simón	Amanece en Belchite	-	Novela	-	-	-	-	-	-	-	2016-08-07T23:00:00+00:00
148201	14164	es	Stephen R. Donaldson	Espejo de sus sueños	-	Ciencia ficción	-	-	-	-	-	-	Domingo Santos	1986-01-01T00:00:00+00:00
221567	18488	es	Stephen R. Donaldson	El reino herido	-	Fantástico	-	-	-	-	-	-	Enric Canals	1979-01-01T00:00:00+00:00
216799	17794	es	Stephen R. Donaldson	El árbol único	-	Fantástico	-	-	-	-	-	-	Enric Canals	1982-01-01T00:00:00+00:00
161747	14609	es	Stephen R. Donaldson	El acoso de Mordant	-	Ciencia ficción	-	-	-	-	-	-	Domingo Santos	1987-01-01T00:00:00+00:00
145106	13864	es	Stephen R. Donaldson	Los muros de Orison	-	Ciencia ficción	-	-	-	-	-	-	Domingo Santos	1986-01-01T00:00:00+00:00
144990	13600	es	Stephen R. Donaldson	El jinete a través del espejo	-	Ciencia ficción	-	-	-	-	-	-	Domingo Santos	1987-01-01T00:00:00+00:00
216537	19502	es	Stephen R. Donaldson	El portador del oro blanco	-	Fantástico	-	-	-	-	-	-	Mario Álvarez & A.P.H.	1983-01-01T00:00:00+00:00
91964	13365	es	Juan Luis Ortiz Hidalgo	Las mil vidas del profesor Bonham	-	Aventuras	-	-	-	-	-	-	-	2013-08-09T22:00:00+00:00
42471	6862	es	Alexandra Howard	Amantes por casualidad	-	Novela	-	-	-	-	-	-	-	1992-09-02T22:00:00+00:00
38513	6228	es	Alexandra Howard	Otoño mágico	-	Novela	-	-	-	-	-	-	-	1996-09-02T22:00:00+00:00
101346	9811	es	Oscar Fuentes Henríquez	Volver atrás	-	Juvenil	-	-	-	-	-	-	-	2014-05-24T21:00:00+00:00
22655	4419	es	George Sound	La calle de las esmeraldas	-	Novela	-	-	-	-	-	-	-	1982-12-31T23:00:00+00:00
20533	4369	es	George Sound	Aventura en Kenya	-	Novela	-	-	-	-	-	-	-	1983-07-31T22:00:00+00:00
24663	4750	es	George Sound	Ocho bajo par	-	Novela	-	-	-	-	-	-	-	1983-02-28T23:00:00+00:00
54987	8300	es	Roberto J. Rodríguez	Gangsters zombies	-	Aventuras	-	-	-	-	-	-	-	2011-01-01T00:00:00+00:00
42499	7408	es	Urs Widmer	El amante de mi madre	-	Variada	-	-	-	-	-	-	-	2000-08-09T22:00:00+00:00
254175	20185	es	David Farland	La hermandad del lobo	-	Fantástico	-	-	-	-	-	-	Myriam Gracía Bernabé	1999-01-01T00:00:00+00:00
227609	20057	es	David Farland	Los señores de las runas	-	Fantástico	-	-	-	-	-	-	Myriam Gracía Bernabé	2014-01-01T00:00:00+00:00
83909	9802	es	Hammond Innes	El caballo de Troya	-	Novela	-	-	-	-	-	-	-	1980-03-31T22:00:00+00:00
98784	11690	es	Rebecca Wells	Pequeños Altares	-	Drama	-	-	-	-	-	-	-	1992-08-09T22:00:00+00:00
144859	16648	es	Rebecca Wells	Clan Ya-yá	-	Drama	-	-	-	-	-	-	-	1996-08-09T22:00:00+00:00
76266	9364	es	Javier Berzosa	No hables con el diablo	-	Intriga	-	-	-	-	-	-	-	2016-12-31T23:00:00+00:00
30709	5883	es	August Strindberg	Solo	-	Otros	-	-	-	-	-	-	Roberto Mascaró	1903-01-01T00:00:00+00:00
100251	14749	es	August Strindberg	Alegato de un loco	-	Drama	-	-	-	-	-	-	Cristina Ridruejo Ramos	1895-01-01T00:00:00+00:00
72374	10995	es	August Strindberg	El hijo de la sierva	-	Drama	-	-	-	-	-	-	Soledad Farías & W. F. Torres Silva	1886-01-01T00:00:00+00:00
77205	14869	es	August Strindberg	Poesías completas	-	Otros	-	-	-	-	-	-	Jesús Pardo	1881-01-01T00:00:00+00:00
136122	16079	es	August Strindberg	Casarse	-	Otros	-	-	-	-	-	-	Francisco Uriz	1891-01-01T00:00:00+00:00
28800	5542	es	August Strindberg	La señorita Julia	-	Drama	-	-	-	-	-	-	Cristóbal de Castro	1888-01-01T00:00:00+00:00
122471	15974	es	August Strindberg	Inferno	-	Memorias	-	-	-	-	-	-	José Ramón Monreal	1897-01-01T00:00:00+00:00
110445	15619	es	August Strindberg	Banderas Negras	-	Realista	-	-	-	-	-	-	Elda García-Posada	1907-01-01T00:00:00+00:00
43766	7532	es	Mercedes Ballesteros	El chico	-	Variada	-	-	-	-	-	-	-	1967-08-09T23:00:00+00:00
49681	9680	es	Mercedes Ballesteros	El personal	-	Novela	-	-	-	-	-	-	-	1975-01-09T23:00:00+00:00
50782	7096	es	Mercedes Ballesteros	Taller	-	Variada	-	-	-	-	-	-	-	1961-08-09T23:00:00+00:00
43523	7755	es	Belén Peralta	Cosas que pasan cuando te enamoras por internet	-	Novela	-	-	-	-	-	-	-	2016-08-06T22:00:00+00:00
112603	12888	es	Anne Swärd	Hasta el último suspiro	-	Drama	-	-	-	-	-	-	Carmen Montes Cano	2009-01-01T00:00:00+00:00
83662	12326	es	Diego Gaspar	La carta del abuelo	-	Histórico	-	-	-	-	-	-	-	2017-01-01T00:00:00+00:00
37407	6753	es	José Mallorquí «Amadeo Conde»	Hombres de paz	-	Aventuras	-	-	-	-	-	-	-	1943-08-09T23:00:00+00:00
34805	6530	es	José Mallorquí «Amadeo Conde»	La ley de los 45	-	Aventuras	-	-	-	-	-	-	-	1943-08-09T23:00:00+00:00
137547	12305	es	Teo Rodríguez	Oscuro	-	Terror	-	-	-	-	-	-	-	2016-05-31
111064	11729	es	Elsa Watson	Perra vida	text	Romántico	-	-	-	-	-	-	-	2012-03-14T23:00:00+00:00
89798	11611	es	Maximilien Robespierre	Virtud y terror	-	Ciencias sociales	-	-	-	-	-	-	Juan María López de Sa y de Madariaga	2007-01-01T00:00:00+00:00
80905	10209	es	Maximilien Robespierre	La revolución jacobina	-	Ciencias sociales	-	-	-	-	-	-	Jaume Fuster	1973-01-01T00:00:00+00:00
57228	7388	es	Nicholas Sparks	Noches de tormenta	-	Romántico	-	-	-	-	-	-	Isabel Margelí Bailo	2002-01-01T00:00:00+00:00
103650	10474	es	Nicholas Sparks	El sendero del amor	-	Romántico	-	-	-	-	-	-	Isabel Ferrer	2001-01-01T00:00:00+00:00
59136	7869	es	Nicholas Sparks	Un paseo para recordar	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall	1999-01-01T00:00:00+00:00
155690	15548	es	Nicholas Sparks	El viaje más largo	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall	2013-01-01T00:00:00+00:00
125273	12339	es	Nicholas Sparks	El rescate	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall	2000-01-01T00:00:00+00:00
175036	14953	es	Nicholas Sparks	Tal como somos	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall	2015-01-01T00:00:00+00:00
145771	12934	es	Nicholas Sparks	El guardián	text	Intriga	-	-	-	-	-	-	-	2004-12-31T23:00:00+00:00
129937	12861	es	Nicholas Sparks	Un lugar donde refugiarse	-	Drama	-	-	-	-	-	-	-	2009-12-31T23:00:00+00:00
125608	12969	es	Nicholas Sparks	Cuando te encuentre	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall	2008-01-01T00:00:00+00:00
61236	8321	es	Nicholas Sparks	El cuaderno de Noah	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall	1996-01-01T00:00:00+00:00
104542	11552	es	Nicholas Sparks	En nombre del amor	-	Romántico	-	-	-	-	-	-	-	2010-08-09T22:00:00+00:00
148420	13727	es	Nicholas Sparks	La última canción	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall	2008-01-01T00:00:00+00:00
108561	10397	es	Nicholas Sparks	Mensaje en una botella	-	Romántico	-	-	-	-	-	-	Ana Duque	1998-01-01T00:00:00+00:00
127394	13472	es	Nicholas Sparks	Fantasmas del pasado	-	Romántico	-	-	-	-	-	-	-	2008-02-19T23:00:00+00:00
116858	12147	es	Nicholas Sparks	Lo mejor de mi	-	Juvenil	-	-	-	-	-	-	Iolanda Rabascall	2011-01-01T00:00:00+00:00
113515	12055	es	Nicholas Sparks	A primera vista	-	Romántico	-	-	-	-	-	-	Iolanda Rabascall García	2005-01-01T00:00:00+00:00
190367	16615	es	Nicholas Sparks	Solo nosotros dos	-	Novela	-	-	-	-	-	-	-	2017-01-31T23:00:00+00:00
91779	10185	es	Nicholas Sparks	La boda	-	Romántico	-	-	-	-	-	-	-	2003-08-09T22:00:00+00:00
39408	6141	es	Elizabeth Fuentes	A mi manera	-	Divulgación	-	-	-	-	-	-	-	2018-01-31T23:00:00+00:00
79754	9470	es	Herman Haken	Fórmulas de éxito en la naturaleza	-	Ciencias naturales	-	-	-	-	-	-	-	1985-12-31T23:00:00+00:00
357831	28793	es	Giles MacDonogh	Después del Reich	-	Historia	-	-	-	-	-	-	José Luis Gil Aristu	2007-01-01T00:00:00+00:00
104751	13954	es	Sandra Mir	La casta autonómica	-	Ciencias sociales	-	-	-	-	-	-	-	2012-01-01T00:00:00+00:00
169436	22462	es	Claudio Magris	El Danubio	-	Historia	-	-	-	-	-	-	Joaquín Jordá	1986-01-01T00:00:00+00:00
136583	18209	es	Claudio Magris	No ha lugar a proceder	-	Drama	-	-	-	-	-	-	Pilar González Rodríguez	2015-01-01T00:00:00+00:00
82853	12582	es	Claudio Magris	La historia no ha terminado	-	Ciencias sociales	-	-	-	-	-	-	José Ángel González Sainz	2006-01-01T00:00:00+00:00
132243	16911	es	Claudio Magris	Utopía y desencanto	-	Otros	-	-	-	-	-	-	José Ángel González Sainz	1999-01-01T00:00:00+00:00
95314	16094	es	Claudio Magris	El infinito viajar	-	Viajes	-	-	-	-	-	-	Pilar García Colmenarejo	2005-01-01T00:00:00+00:00
122580	15822	es	Claudio Magris	A ciegas	-	Otros	-	-	-	-	-	-	José Ángel González Sainz	2005-01-01T00:00:00+00:00
13233	2980	es	Claudio Magris	Así que Usted comprenderá	-	Otros	-	-	-	-	-	-	José Ángel González Sainz	2006-01-01T00:00:00+00:00
108329	16904	es	Claudio Magris	Microcosmos	-	Otros	-	-	-	-	-	-	José Ángel González Sainz	1997-01-01T00:00:00+00:00
22660	5010	es	Claudio Magris	Conjeturas sobre un sable	-	Drama	-	-	-	-	-	-	-	1984-08-09T22:00:00+00:00
104333	17237	es	Fernando Sánchez Dragó	Shangri-la	-	Autoayuda	-	-	-	-	-	-	-	2016-09-26T22:00:00+00:00
235988	27598	es	Fernando Sánchez Dragó	La canción de Roldán	-	Comunicación	-	-	-	-	-	-	-	2015-04-23
425410	50192	es	Fernando Sánchez Dragó	Gárgoris y Habidis	-	Historia	-	-	-	-	-	-	-	1978-01-01T00:00:00+00:00
93938	16174	es	Fernando Sánchez Dragó	La prueba del laberinto	-	Aventuras	-	-	-	-	-	-	-	1992-01-01T00:00:00+00:00
267788	30764	es	Fernando Sánchez Dragó	Muertes paralelas	-	Historia	-	-	-	-	-	-	-	2006-01-01T00:00:00+00:00
114594	15590	es	Stella Rimington	La invisible	-	Policial	-	-	-	-	-	-	Francisco Pérez Navarro	2004-01-01T00:00:00+00:00
100923	12884	es	Stella Rimington	El topo	-	Policial	-	-	-	-	-	-	Francisco Pérez Navarro	2006-01-01T00:00:00+00:00
263646	21694	es	Jaroslav Hašek	Las aventuras del valeroso soldado Schwejk	-	Histórico	-	-	-	-	-	-	Alfonsina Janès	2016-12-23
52816	10448	es	José Fernández del Vallado	La montaña de humo	-	Intriga	-	-	-	-	-	-	-	2013-11-30T23:00:00+00:00
18969	4708	es	José Fernández del Vallado	Amalia, Adela y yo	-	Novela	-	-	-	-	-	-	-	2012-06-17T23:00:00+00:00
63127	11185	es	José Fernández del Vallado	La esposa del Faraón	-	Histórico	-	-	-	-	-	-	-	2012-10-30T23:00:00+00:00
65542	8330	es	Carlos J. Server	Un día con suerte	-	Humor	-	-	-	-	-	-	-	2014-08-09T22:00:00+00:00
90407	11487	es	Gloria Plaza Medina	9 meses y 7 días	-	Humor	-	-	-	-	-	-	-	2014-06-17T21:00:00+00:00
93320	10686	es	Laura McVeigh	La casa del almendro	-	Novela	-	-	-	-	-	-	-	2017-04-04T23:00:00+00:00
102206	10969	es	Teresa Baró Catafau	La gran guia del lenguaje no verbal	-	Autoayuda	PAIDOS	-	-	-	-	-	-	2012-07-29T22:00:00+00:00
91406	12435	es	Gayo Veleyo Patérculo	Historia romana	-	Historia	-	-	-	-	-	-	Asunción Sánchez Manzano	2001-01-25T00:00:00+00:00
63242	10721	es	Amador Castro Moure	Memorias de antes del embalse	-	Policial	-	-	-	-	-	-	Amador Castro Moure	2013-01-01T00:00:00+00:00
93603	11541	es	Sebastián Vázquez	El karma del inspector González	-	Novela	-	Reservados todos los derechos. «No está permitida la reproducción total o parcial de este libro, ni su tratamiento informático, ni la transmisión de ninguna forma o por cualquier medio, ya sea mecánico, electrónico, por fotocopia, por registro u otros métodos, sin el permiso previo y por escrito de los titulares del copyright.»	-	-	-	-	-	2016-10-27T22:00:00+00:00
56773	8866	es	Rosario Gómez Alfonso	Cuentos con alma	-	Juvenil	-	-	-	-	-	-	-	2006-08-09T22:00:00+00:00
137813	13643	es	James Washburn	La traición	-	Intriga	-	-	-	-	-	-	-	1996-08-09T22:00:00+00:00
72046	10782	es	Estela Canto	Borges a contraluz	-	Memorias	-	-	-	-	-	-	-	1989-01-01T00:00:00+00:00
103291	12496	es	Juan Luis Arsuaga	Al otro lado de la niebla	-	Histórico	-	-	-	-	-	-	Arnaut	2004-01-01T00:00:00+00:00
39601	6246	es	Juan Luis Arsuaga	Los aborígenes. La alimentación en la evolución humana	-	Ciencias sociales	-	-	-	-	-	-	-	2002-01-01T00:00:00+00:00
155348	15002	es	Juan Luis Arsuaga	El sello indeleble: Pasado, presente y futuro del ser humano	-	Ensayo	-	-	-	-	-	-	-	2016-07-01T22:00:00+00:00
135669	14572	es	Juan Luis Arsuaga	El primer viaje de nuestra vida	-	Ensayo	-	-	-	-	-	-	-	2012-10-14T22:00:00+00:00
104966	11141	es	Juan Luis Arsuaga	La especie elegida	-	Ciencias naturales	-	-	-	-	-	-	Mauricio Antón	1998-01-01T00:00:00+00:00
53701	7449	es	Patricia Ramírez	¿Por qué ellos sueñan con ser futbolistas y ellas princesas?	-	Autoayuda	-	-	-	-	-	-	-	2014-08-09T22:00:00+00:00
65676	8779	es	Patricia Ramírez	Cuenta contigo	-	Autoayuda	-	-	-	-	-	-	-	2016-09-21T22:00:00+00:00
60620	8440	es	Patricia Ramírez	Autoayúdate: Tu vida es lo que tú decides	-	Ensayo	-	-	-	-	-	-	-	2013-04-03T22:00:00+00:00
64259	8124	es	Patricia Ramírez	Entrénate para la vida	-	Autoayuda	-	-	-	-	-	-	-	2012-09-03T22:00:00+00:00
102262	14423	es	Malba Tahan	El hombre que calculaba	-	Ciencias exactas	-	-	-	-	-	-	Carlos W. Villazón	1938-01-01T00:00:00+00:00
147755	14507	es	Halle Grosso	La infección de Etyram	-	Novela	-	-	-	-	-	-	-	2015-02-07T23:00:00+00:00
93991	13839	es	Rafael Pérez y Pérez	El hombre del casco	-	Novela	-	-	-	-	-	-	Nombres Apellidos	1941-12-31T23:00:00+00:00
66133	11403	es	Rafael Pérez y Pérez	La doncella de Loarre	-	Novela	-	-	-	-	-	-	-	1941-12-31T23:00:00+00:00
151195	18341	es	Rafael Pérez y Pérez	Cabeza de estopa	-	Aventuras	-	-	-	-	-	-	-	1941-01-01T00:00:00+00:00
137774	15514	es	David Chevalier	La casa de las cruces	-	Terror	-	No se permite la reproducción, almacenamiento o transmisión total o parcial de este libro sin la autorización previa y por escrito del editor. Todos los derechos reservados.	-	-	-	-	-	2017-01-29T23:00:00+00:00
33789	5653	es	Tom McGowen	El tesoro del rey	-	Fantástico	-	-	-	-	-	-	Marta Pérez	1984-01-01T00:00:00+00:00
23037	4256	es	R. L. Stine	Melodía siniestra	-	Juvenil	-	-	-	-	-	-	Judit Cusidó	1994-01-01T00:00:00+00:00
21893	3866	es	R. L. Stine	El ataque del mutante	-	Juvenil	-	-	-	-	-	-	Sonia Tapia	1996-01-01T00:00:00+00:00
20720	3893	es	R. L. Stine	El monstruo del sótano	-	Juvenil	-	-	-	-	-	-	Abel Debritto Cabezas	1997-01-01T00:00:00+00:00
23582	4005	es	R. L. Stine	La máscara maldita II	-	Juvenil	-	-	-	-	-	-	Abel Debritto Cabezas y Mercé Diago Esteva	1995-01-01T00:00:00+00:00
